year;gender;study_level;major;ai_usage_frequency;primary_ai_use;academic_integrity_training;study_hours_week;ai_hours_week;attendance_rate;assignment_completion_rate;exam_score;gpa
2023;male;undergraduate;business;weekly;concept explanation;no;21.0;3.3;84.7;82.6;88.5;3.85
2024;female;undergraduate;business;weekly;coding help;yes;26.4;1.7;87.5;98.1;99.9;4.0
2025;male;undergraduate;engineering;daily;coding help;no;21.3;8.5;88.2;96.8;93.2;4.0
2025;female;undergraduate;engineering;daily;studying/flashcards;no;16.9;8.9;95.2;91.3;95.9;4.0
2023;female;undergraduate;health sciences;rarely;translation;yes;14.0;1.2;87.8;86.4;69.5;3.23
2024;female;undergraduate;computer science;weekly;other;no;18.7;3.9;88.1;82.5;90.0;3.76
2025;female;undergraduate;social sciences;daily;translation;no;15.4;10.1;96.2;82.1;92.3;3.85
2025;female;undergraduate;computer science;daily;other;yes;15.9;6.6;94.6;94.8;82.0;3.85
2024;male;undergraduate;health sciences;weekly;studying/flashcards;no;16.1;2.4;77.7;88.8;73.4;3.32
2024;female;undergraduate;computer science;rarely;coding help;yes;26.3;2.2;71.7;78.6;94.8;4.0
2024;male;masters;social sciences;weekly;concept explanation;yes;19.9;5.0;89.0;80.4;100.0;4.0
2024;female;masters;health sciences;weekly;coding help;yes;22.1;3.5;90.6;94.3;95.1;4.0
2024;male;masters;social sciences;daily;coding help;yes;22.8;5.0;98.2;100.0;100.0;4.0
2023;male;phd;business;weekly;studying/flashcards;yes;15.6;3.1;85.2;99.7;99.0;4.0
2023;female;undergraduate;health sciences;never;translation;yes;18.7;0.5;90.6;82.3;97.0;4.0
2023;female;undergraduate;social sciences;weekly;writing support;yes;12.1;2.2;88.1;91.8;80.4;3.77
2024;male;undergraduate;education;daily;studying/flashcards;yes;15.4;7.1;86.1;73.3;95.7;3.84
2024;male;undergraduate;computer science;daily;research/reading;yes;13.6;7.6;91.3;82.8;84.2;3.63
2024;female;undergraduate;engineering;weekly;research/reading;no;15.3;3.9;84.3;96.1;87.6;4.0
2025;male;undergraduate;business;daily;research/reading;yes;20.9;7.1;76.3;90.4;86.1;3.65
2025;female;masters;computer science;weekly;research/reading;no;21.9;2.2;71.1;72.3;68.9;3.34
2023;male;undergraduate;engineering;daily;studying/flashcards;yes;31.4;8.4;93.6;100.0;100.0;3.92
2025;male;masters;computer science;daily;writing support;yes;24.3;8.7;99.1;100.0;91.0;3.96
2025;female;undergraduate;computer science;daily;research/reading;yes;18.7;8.9;84.5;90.9;83.6;3.65
2024;male;undergraduate;business;daily;concept explanation;yes;16.9;6.5;81.9;84.9;74.7;3.39
2024;male;undergraduate;health sciences;weekly;other;yes;7.7;5.0;82.3;73.4;64.7;3.04
2023;nonbinary/other;undergraduate;social sciences;weekly;coding help;no;32.8;0.0;77.1;84.9;100.0;4.0
2025;female;undergraduate;business;daily;concept explanation;no;21.8;6.2;75.1;77.1;87.6;3.76
2024;female;undergraduate;social sciences;daily;studying/flashcards;yes;20.5;7.8;86.4;79.7;96.0;3.97
2023;female;undergraduate;social sciences;weekly;research/reading;yes;17.6;3.2;83.9;85.7;86.5;3.82
2023;female;masters;engineering;daily;coding help;no;21.4;8.7;82.2;88.2;97.0;4.0
2024;male;undergraduate;health sciences;daily;concept explanation;yes;21.5;2.3;85.8;89.9;97.5;4.0
2023;male;undergraduate;engineering;weekly;concept explanation;yes;18.9;4.4;96.7;87.9;100.0;4.0
2023;female;undergraduate;computer science;never;coding help;no;16.5;0.1;87.9;86.4;85.4;3.75
2023;female;undergraduate;business;rarely;other;no;21.2;1.7;94.6;89.7;79.0;3.55
2023;female;masters;engineering;rarely;writing support;yes;11.3;2.1;97.1;74.6;83.8;3.6
2025;female;undergraduate;business;weekly;studying/flashcards;yes;9.6;6.0;87.9;73.3;85.2;3.42
2025;male;undergraduate;business;never;writing support;no;23.5;3.5;84.6;99.5;88.8;4.0
2025;male;undergraduate;social sciences;weekly;coding help;yes;17.1;4.3;89.3;81.9;95.9;3.83
2025;female;masters;social sciences;weekly;studying/flashcards;no;33.3;3.0;94.7;100.0;100.0;4.0
2023;male;masters;education;rarely;research/reading;yes;29.3;1.1;100.0;98.6;100.0;4.0
2025;male;undergraduate;arts humanities;weekly;coding help;no;9.6;2.4;79.6;82.2;66.0;3.12
2023;male;undergraduate;engineering;weekly;studying/flashcards;no;19.6;4.1;82.0;86.1;95.7;3.98
2024;male;phd;computer science;weekly;studying/flashcards;yes;18.89;3.3;96.5;100.0;100.0;4.0
2025;male;undergraduate;social sciences;weekly;concept explanation;yes;14.4;3.1;84.0;76.2;82.5;3.46
2024;female;undergraduate;arts humanities;weekly;concept explanation;yes;13.1;3.5;85.0;89.3;88.2;3.85
2024;female;undergraduate;business;weekly;writing support;yes;16.3;4.9;85.7;89.9;92.6;3.81
2025;male;undergraduate;social sciences;never;writing support;no;10.4;0.0;79.6;82.3;74.0;3.24
2024;male;undergraduate;engineering;daily;coding help;yes;16.2;7.2;83.1;71.0;96.1;3.85
2025;female;undergraduate;engineering;daily;research/reading;yes;4.8;8.0;74.1;66.2;63.9;3.07
2024;male;undergraduate;computer science;weekly;concept explanation;yes;7.3;2.8;87.5;67.4;76.1;3.27
2023;female;undergraduate;health sciences;weekly;concept explanation;no;9.7;3.0;87.29;83.0;72.1;3.52
2024;female;masters;engineering;weekly;concept explanation;no;27.3;4.5;78.5;80.9;92.9;3.83
2023;male;undergraduate;social sciences;weekly;coding help;no;25.8;5.2;95.4;93.1;90.6;3.93
2025;female;undergraduate;social sciences;weekly;coding help;no;33.3;3.8;83.8;92.7;97.6;4.0
2023;female;masters;business;rarely;studying/flashcards;yes;29.2;2.4;95.8;95.7;100.0;4.0
2023;female;undergraduate;social sciences;weekly;studying/flashcards;no;13.0;5.3;79.2;90.9;92.4;3.9
2025;male;masters;engineering;weekly;writing support;yes;17.8;4.7;95.6;83.4;93.3;3.63
2023;female;undergraduate;engineering;weekly;coding help;no;9.2;3.5;93.8;86.4;80.7;3.57
2025;female;undergraduate;computer science;daily;writing support;yes;18.1;7.7;89.3;91.9;85.4;3.56
2023;female;undergraduate;health sciences;rarely;writing support;yes;8.1;0.4;84.0;74.5;87.5;3.77
2025;male;undergraduate;business;never;research/reading;yes;16.1;0.0;94.3;100.0;84.6;3.71
2024;male;undergraduate;engineering;weekly;concept explanation;yes;24.5;3.8;84.2;90.0;87.0;3.84
2023;nonbinary/other;undergraduate;arts humanities;never;translation;no;15.5;0.0;84.2;86.8;79.3;3.55
2024;male;undergraduate;business;daily;studying/flashcards;yes;25.5;6.5;88.8;95.8;100.0;4.0
2023;male;undergraduate;arts humanities;rarely;coding help;yes;17.3;0.0;90.3;100.0;89.1;3.73
2023;male;undergraduate;computer science;rarely;studying/flashcards;yes;7.1;0.4;80.8;70.1;63.2;3.74
2023;female;undergraduate;engineering;weekly;writing support;yes;12.6;6.4;74.8;79.0;80.9;3.65
2025;male;undergraduate;health sciences;daily;writing support;no;12.1;4.9;92.7;70.2;82.8;3.53
2024;female;undergraduate;business;daily;concept explanation;no;19.8;3.1;70.2;87.4;74.4;3.4
2025;female;undergraduate;social sciences;daily;research/reading;no;17.2;5.9;89.7;94.0;83.3;3.85
2025;male;masters;business;weekly;concept explanation;yes;20.1;2.2;91.5;100.0;90.8;3.96
2025;male;undergraduate;health sciences;never;writing support;yes;19.7;0.6;95.2;93.3;88.0;4.0
2025;male;undergraduate;engineering;rarely;writing support;yes;15.8;0.5;89.8;80.7;84.6;3.64
2024;male;undergraduate;social sciences;rarely;concept explanation;yes;19.8;1.8;85.6;83.8;95.4;3.95
2023;female;undergraduate;arts humanities;weekly;coding help;yes;11.2;3.6;89.0;91.9;79.9;3.82
2024;male;masters;arts humanities;daily;writing support;yes;25.7;5.4;98.1;82.6;98.9;3.99
2025;male;undergraduate;engineering;daily;concept explanation;no;15.2;8.4;93.5;88.8;92.1;3.82
2023;female;undergraduate;engineering;daily;writing support;yes;24.6;8.1;79.9;96.4;88.1;3.77
2024;male;undergraduate;computer science;weekly;concept explanation;yes;16.1;3.6;85.7;84.7;86.9;3.88
2024;male;undergraduate;education;rarely;concept explanation;yes;20.8;3.2;97.5;97.0;86.5;3.74
2023;male;undergraduate;business;rarely;concept explanation;yes;10.7;1.5;95.4;75.5;69.9;3.36
2023;male;undergraduate;social sciences;weekly;concept explanation;yes;8.4;3.4;84.1;87.6;83.2;3.64
2023;male;undergraduate;education;weekly;studying/flashcards;no;26.0;5.1;87.8;81.6;100.0;4.0
2025;female;undergraduate;computer science;weekly;research/reading;yes;10.1;6.5;100.0;79.5;85.5;3.69
2025;female;masters;business;daily;concept explanation;yes;19.9;3.9;88.4;80.7;97.7;3.99
2024;male;undergraduate;business;weekly;concept explanation;yes;13.2;4.4;91.2;78.7;92.2;3.92
2023;male;undergraduate;computer science;weekly;coding help;yes;14.7;2.0;80.2;80.0;87.1;3.54
2023;female;undergraduate;computer science;daily;studying/flashcards;yes;19.1;6.5;81.0;87.6;79.7;3.6
2025;female;undergraduate;engineering;weekly;research/reading;no;10.7;3.4;85.4;66.2;67.7;3.1
2024;male;undergraduate;social sciences;rarely;translation;yes;19.3;0.3;80.3;85.4;86.4;3.67
2024;male;undergraduate;computer science;rarely;writing support;yes;14.2;3.4;78.9;72.7;83.9;3.48
2025;female;undergraduate;computer science;daily;concept explanation;yes;20.4;6.3;86.9;88.7;93.0;3.85
2023;female;undergraduate;social sciences;rarely;writing support;no;19.1;0.4;77.2;80.5;79.7;3.81
2024;male;undergraduate;arts humanities;weekly;concept explanation;yes;15.5;4.5;85.8;77.1;96.2;3.83
2025;female;undergraduate;computer science;weekly;concept explanation;no;32.3;2.6;75.4;100.0;99.7;4.0
2023;male;masters;engineering;weekly;concept explanation;no;20.5;3.9;89.7;80.4;98.6;4.0
2023;male;undergraduate;engineering;weekly;research/reading;no;22.1;5.1;84.7;79.5;80.4;3.5
2023;male;undergraduate;computer science;never;studying/flashcards;yes;10.8;3.8;91.0;74.6;76.5;3.36
2024;male;undergraduate;health sciences;daily;studying/flashcards;yes;16.6;8.5;81.5;76.5;82.6;3.54
2024;female;undergraduate;social sciences;weekly;studying/flashcards;yes;20.2;1.4;85.2;93.1;80.9;3.82
2024;female;undergraduate;health sciences;weekly;writing support;yes;11.0;7.5;97.0;83.3;96.8;4.0
2025;male;undergraduate;engineering;weekly;writing support;yes;22.8;5.8;75.3;83.5;93.1;3.84
2025;male;undergraduate;social sciences;weekly;writing support;yes;17.6;4.1;82.4;82.8;83.6;3.65
2025;female;masters;computer science;daily;concept explanation;yes;20.2;7.1;89.1;92.4;88.1;3.94
2024;female;undergraduate;business;weekly;research/reading;yes;19.0;3.8;91.3;96.2;89.8;3.77
2023;female;undergraduate;computer science;weekly;writing support;yes;15.1;3.3;77.3;90.4;89.8;3.75
2023;female;undergraduate;social sciences;daily;concept explanation;yes;19.0;5.5;85.6;86.8;81.2;3.62
2023;female;undergraduate;arts humanities;rarely;writing support;yes;18.6;2.5;89.6;81.3;75.4;3.46
2023;male;undergraduate;health sciences;never;writing support;yes;14.7;0.0;96.8;94.5;83.1;3.76
2025;female;undergraduate;business;daily;concept explanation;yes;17.5;5.3;90.5;81.5;95.1;4.0
2023;male;phd;computer science;daily;concept explanation;no;33.8;5.4;85.7;100.0;100.0;4.0
2024;male;undergraduate;social sciences;weekly;translation;no;7.5;5.7;89.5;80.8;70.6;3.02
2025;male;masters;social sciences;daily;other;yes;21.1;7.9;95.6;87.6;98.4;4.0
2025;female;undergraduate;engineering;rarely;coding help;yes;17.1;4.0;86.2;97.7;100.0;4.0
2024;female;masters;health sciences;daily;concept explanation;yes;20.1;6.7;94.5;94.5;79.1;3.59
2025;female;undergraduate;engineering;daily;writing support;yes;17.8;6.6;90.9;89.0;77.1;3.8
2023;female;undergraduate;engineering;weekly;writing support;yes;13.1;2.7;86.7;80.9;87.3;3.71
2024;male;phd;engineering;daily;research/reading;yes;19.5;6.3;92.4;98.8;100.0;4.0
2025;male;masters;engineering;daily;research/reading;yes;34.9;5.1;95.3;97.4;100.0;4.0
2024;female;masters;education;daily;concept explanation;yes;21.8;7.9;86.2;90.4;94.4;4.0
2025;male;undergraduate;social sciences;weekly;other;yes;19.8;2.6;89.6;75.7;85.4;3.4
2025;male;undergraduate;arts humanities;weekly;other;yes;9.7;3.5;78.7;67.2;88.4;3.53
2023;female;masters;engineering;weekly;coding help;yes;24.0;5.4;78.5;100.0;96.4;4.0
2025;male;undergraduate;health sciences;daily;concept explanation;yes;16.4;9.2;94.6;89.3;85.1;3.76
2023;male;undergraduate;computer science;rarely;research/reading;yes;11.6;1.9;95.7;95.6;82.1;3.8
2023;male;masters;computer science;daily;concept explanation;yes;18.65;6.6;89.0;85.9;97.9;4.0
2024;nonbinary/other;undergraduate;business;daily;writing support;yes;28.0;5.7;81.4;95.1;97.3;4.0
2025;female;undergraduate;engineering;daily;writing support;yes;14.8;4.5;79.5;81.8;77.0;3.57
2024;female;undergraduate;engineering;daily;translation;no;6.0;7.8;77.8;68.9;66.4;3.32
2024;female;masters;engineering;weekly;writing support;no;26.3;5.8;74.1;79.7;97.7;3.94
2024;male;undergraduate;health sciences;weekly;concept explanation;no;17.8;3.2;88.3;80.3;83.4;3.55
2023;male;undergraduate;business;weekly;writing support;no;16.8;3.8;75.1;85.2;86.2;3.75
2025;male;undergraduate;health sciences;daily;research/reading;no;22.2;7.1;87.3;94.2;100.0;4.0
2024;male;undergraduate;business;weekly;writing support;yes;21.5;5.8;88.4;93.2;99.7;4.0
2023;male;masters;social sciences;weekly;coding help;yes;31.6;1.0;86.2;86.4;98.3;4.0
2023;female;undergraduate;arts humanities;weekly;concept explanation;yes;19.2;4.8;82.4;81.2;84.3;3.72
2024;male;undergraduate;arts humanities;weekly;concept explanation;yes;20.3;4.0;74.4;82.7;79.4;3.42
2023;female;undergraduate;social sciences;weekly;studying/flashcards;no;18.8;3.4;86.4;80.8;100.0;4.0
2024;male;undergraduate;education;weekly;concept explanation;yes;14.1;3.5;88.7;100.0;78.6;3.69
2025;male;undergraduate;engineering;weekly;other;no;12.8;4.1;87.0;92.6;93.0;3.97
2025;female;undergraduate;education;weekly;concept explanation;no;24.8;5.2;95.4;99.1;88.8;3.86
2023;female;undergraduate;education;weekly;coding help;no;20.4;5.7;87.3;83.1;77.7;3.39
2024;female;undergraduate;social sciences;weekly;coding help;no;28.9;1.4;92.7;95.7;100.0;4.0
2025;male;undergraduate;computer science;daily;coding help;no;14.9;5.3;93.6;86.5;70.7;3.81
2023;female;undergraduate;computer science;daily;translation;no;18.9;5.2;77.0;84.9;96.4;4.0
2025;nonbinary/other;undergraduate;business;weekly;research/reading;yes;21.7;7.1;96.6;86.7;76.1;3.49
2023;nonbinary/other;undergraduate;business;weekly;writing support;yes;26.0;4.1;82.0;83.8;99.2;4.0
2025;female;undergraduate;social sciences;weekly;writing support;yes;2.2;3.2;95.1;68.9;69.0;2.99
2023;female;undergraduate;health sciences;never;research/reading;yes;7.6;1.9;89.4;68.9;67.9;3.14
2023;female;undergraduate;business;weekly;research/reading;yes;19.4;0.7;92.5;87.7;95.9;3.88
2024;male;masters;computer science;daily;coding help;no;24.3;9.4;92.0;87.7;100.0;4.0
2023;male;undergraduate;computer science;rarely;studying/flashcards;yes;22.4;0.0;80.2;83.6;83.9;3.7
2024;male;undergraduate;engineering;daily;coding help;yes;24.3;8.5;85.4;85.7;93.9;3.93
2025;male;undergraduate;business;rarely;studying/flashcards;yes;17.0;1.0;88.9;86.2;82.9;3.77
2025;female;undergraduate;engineering;weekly;studying/flashcards;yes;17.4;4.4;77.2;74.9;88.0;3.79
2024;male;undergraduate;computer science;weekly;coding help;yes;8.0;3.8;90.9;67.8;73.3;3.23
2024;male;phd;arts humanities;daily;studying/flashcards;no;26.2;3.3;90.2;82.3;100.0;4.0
2024;female;undergraduate;computer science;weekly;research/reading;yes;18.4;3.6;87.4;72.8;86.5;3.67
2023;female;undergraduate;engineering;daily;studying/flashcards;yes;13.4;6.5;77.7;79.4;81.8;3.27
2024;male;undergraduate;engineering;daily;writing support;yes;18.6;4.2;76.1;92.3;71.4;3.53
2023;male;undergraduate;business;daily;writing support;yes;18.9;4.3;85.3;86.7;96.9;3.99
2024;female;undergraduate;education;weekly;writing support;yes;27.1;2.1;94.0;100.0;100.0;4.0
2023;female;masters;computer science;weekly;concept explanation;no;34.5;1.6;100.0;100.0;100.0;4.0
2025;female;undergraduate;health sciences;daily;writing support;yes;22.5;6.4;94.1;100.0;100.0;4.0
2023;female;masters;business;rarely;concept explanation;yes;15.1;0.2;99.2;79.6;87.6;3.83
2025;male;undergraduate;arts humanities;weekly;studying/flashcards;yes;25.7;0.0;88.8;95.9;90.6;3.92
2024;male;undergraduate;social sciences;weekly;studying/flashcards;no;19.7;4.8;91.7;100.0;96.8;3.84
2024;female;undergraduate;computer science;weekly;research/reading;yes;11.1;4.7;81.7;80.0;71.5;3.36
2024;female;masters;business;daily;concept explanation;yes;20.9;8.1;89.0;93.9;92.5;4.0
2024;female;masters;engineering;daily;coding help;yes;16.5;7.6;96.2;82.0;83.6;3.52
2024;female;undergraduate;engineering;daily;coding help;yes;19.1;7.6;93.6;92.8;100.0;4.0
2023;female;masters;social sciences;daily;studying/flashcards;yes;20.4;6.2;89.0;93.3;100.0;4.0
2023;female;masters;computer science;daily;concept explanation;yes;32.5;7.2;87.7;90.7;100.0;4.0
2025;male;undergraduate;social sciences;daily;concept explanation;yes;16.4;3.3;100.0;84.1;99.4;4.0
2024;male;undergraduate;engineering;weekly;research/reading;no;25.6;0.0;79.7;75.2;85.8;3.81
2025;male;masters;arts humanities;daily;concept explanation;yes;26.2;5.3;94.7;100.0;100.0;4.0
2023;female;undergraduate;computer science;rarely;coding help;yes;19.8;1.7;91.1;93.5;84.8;3.82
2024;female;undergraduate;social sciences;weekly;studying/flashcards;no;22.3;5.5;89.0;83.6;96.0;3.73
2023;male;undergraduate;computer science;weekly;translation;no;12.1;4.6;88.3;75.1;76.1;3.31
2024;female;undergraduate;education;weekly;concept explanation;yes;12.1;3.2;82.5;73.8;76.3;3.38
2024;male;undergraduate;arts humanities;daily;writing support;yes;15.8;7.9;85.1;92.9;84.6;3.8
2024;male;undergraduate;health sciences;daily;concept explanation;yes;7.0;5.8;88.3;93.1;91.0;3.87
2023;male;masters;health sciences;rarely;research/reading;yes;24.1;0.5;89.8;76.0;93.4;3.81
2023;male;undergraduate;arts humanities;weekly;studying/flashcards;no;15.7;3.5;70.2;80.3;83.9;3.74
2023;female;undergraduate;business;rarely;concept explanation;yes;17.7;1.8;89.9;88.6;88.3;3.63
2024;male;undergraduate;health sciences;weekly;coding help;yes;19.5;4.6;74.2;98.9;83.8;3.92
2024;female;undergraduate;social sciences;daily;writing support;yes;14.8;8.8;87.4;91.1;78.8;3.57
2024;male;undergraduate;business;weekly;other;yes;18.6;4.3;93.8;100.0;92.7;4.0
2025;male;undergraduate;business;weekly;writing support;no;22.0;3.8;86.1;87.9;80.6;3.75
2023;female;undergraduate;business;rarely;studying/flashcards;yes;25.9;0.9;94.7;87.8;94.5;3.86
2024;female;undergraduate;business;weekly;concept explanation;yes;8.1;5.0;87.0;75.2;76.6;3.4
2024;female;undergraduate;engineering;daily;coding help;yes;18.65;8.0;96.0;90.5;75.8;3.47
2023;female;undergraduate;computer science;weekly;concept explanation;yes;15.6;0.8;91.2;90.1;90.4;4.0
2024;female;undergraduate;health sciences;weekly;coding help;no;27.5;5.9;88.7;94.2;100.0;4.0
2024;female;undergraduate;education;daily;writing support;yes;13.9;8.0;79.9;73.0;82.6;3.47
2023;nonbinary/other;undergraduate;engineering;weekly;writing support;yes;14.9;6.3;85.9;95.1;75.5;3.37
2025;male;phd;computer science;daily;writing support;no;27.9;4.9;93.3;80.6;100.0;4.0
2024;female;undergraduate;business;weekly;other;no;18.5;3.6;79.3;92.8;85.7;3.76
2024;male;undergraduate;health sciences;daily;concept explanation;no;8.7;6.1;91.8;87.7;82.0;3.81
2024;female;masters;engineering;weekly;research/reading;yes;20.7;1.7;88.4;91.0;89.4;3.8
